date,time,open,high,low,close,volume
2020-04-24,13:45:00,69.6635015643,69.7379257318,69.6386935085,69.7329641206,3248520
2020-04-24,14:45:00,69.77761862109999,69.8594852053,69.7329641206,69.8098690937,2648844
2020-04-24,15:45:00,69.9537558175,70.1274122083,69.86444681649999,70.1174889859,5788980
2020-04-24,17:45:00,70.0877193189,70.0877193189,69.9661846534,70.0132951515,171696
2020-04-24,18:45:00,69.9810446789,70.0554688464,69.9785638733,70.0405840129,5732
2020-04-24,19:45:00,70.0083335403,70.0405840129,69.9810446789,70.0331415961,56468
2020-04-24,16:45:00,70.1869515422,70.2043171813,70.1795091255,70.1795091255,514112
2020-04-24,12:45:00,69.4923259791,69.623808675,69.3856513391,69.5605481326,3593252
2020-04-24,04:45:00,67.7632044881,67.7632044881,67.75080046020001,67.75080046020001,5152
2020-04-24,06:45:00,68.3834058837,68.38588668930001,68.3834058837,68.38588668930001,2408
2020-04-24,07:45:00,68.4950421349,68.54961985770001,68.4454260233,68.4454260233,51484
2020-04-24,08:45:00,68.5595430801,68.71087222060001,68.5099269684,68.6736601369,123600
2020-04-24,11:45:00,69.2095141427,69.2888999213,69.0333769463,69.2181969622,3061172
2020-04-24,10:45:00,69.338516033,69.58411578569999,69.3013039493,69.45263308979999,5227204
2020-04-24,09:45:00,68.767930749,69.3360352274,68.7183146374,69.10532030819999,9958980
2020-04-27,15:45:00,70.105084958,70.2067979869,70.0604304575,70.20555758409999,3257868
2020-04-27,14:45:00,70.07903649939999,70.2117595981,70.045545624,70.181965123,2852068
2020-04-27,13:45:00,69.7255217039,69.8494875588,69.6014814248,69.80984428560001,2685620
2020-04-27,16:45:00,70.1695859032,70.2489716818,70.14477784729999,70.14477784729999,33840
2020-04-27,17:45:00,70.14477784729999,70.194393959,70.14477784729999,70.194393959,10812
2020-04-27,18:45:00,70.28370296,70.3209150437,70.25641409859999,70.2886645711,20576
2020-04-27,19:45:00,70.3556463219,70.3556463219,70.2588949041,70.2936261823,13988
2020-04-27,12:45:00,69.9016589002,70.0629112631,69.86444681649999,69.9413517896,2290484
2020-04-27,04:45:00,70.90142355,70.90142355,70.90142355,70.90142355,2764
2020-04-27,05:45:00,70.9808093287,71.0998879966,70.9808093287,71.0998879966,8756
2020-04-27,06:45:00,70.9485588561,70.9485588561,70.42510887819999,70.4548785452,80580
2020-04-27,07:45:00,70.586361241,70.6657470197,70.5417067405,70.6285349359,128416
2020-04-27,10:45:00,70.2440100706,70.2663373209,69.8892548723,69.8966972891,4541340
2020-04-27,11:45:00,70.2340868483,70.2886645711,70.1199697915,70.18198993109999,2857976
2020-04-27,09:45:00,69.909101317,70.05794965189999,69.4501522842,69.5952794108,12653808
2020-04-27,08:45:00,70.3804791857,70.5168986847,70.3085110158,70.3680503498,186428
2020-04-28,15:45:00,69.6461359252,69.6635015643,69.46007550649999,69.4724795345,3425800
2020-04-28,14:45:00,69.7478489541,69.83219634390001,69.6386935085,69.6635015643,1911780
2020-04-28,13:45:00,69.65853995319999,69.74040653739999,69.50721081260001,69.7155984816,2444824
2020-04-28,17:45:00,69.5692309522,69.6610207587,69.5146532294,69.6610207587,69612
2020-04-28,18:45:00,69.6114046471,69.6114046471,69.4104593949,69.46007550649999,52120
2020-04-28,19:45:00,69.6610207587,69.6610207587,69.58659659130001,69.6610207587,18732
2020-04-28,16:45:00,69.4625563121,69.76169184930001,69.34099683859999,69.5369804796,1266076
2020-04-28,04:45:00,70.4548785452,70.4548785452,70.4548785452,70.4548785452,1216
2020-04-28,06:45:00,70.9733669119,70.9733669119,70.9733669119,70.9733669119,1080
2020-04-28,07:45:00,71.0006557733,71.0006557733,70.8294801881,70.8518074384,46752
2020-04-28,08:45:00,70.7029591034,70.7476136039,70.6583046029,70.73766557350001,70984
2020-04-28,12:45:00,69.5146532294,69.7453681485,69.4218711006,69.7193196899,3396300
2020-04-28,11:45:00,69.94879420630001,70.0480264296,69.79672082409999,69.88106821390001,2611404
2020-04-28,09:45:00,70.7228055481,70.90886596680001,70.5120114977,70.6260541304,9109640
2020-04-28,10:45:00,70.2787413488,70.4920906289,70.0108143459,70.0405840129,4510176
2020-04-29,14:45:00,71.2958716377,71.4347967503,71.2020971866,71.4000654721,2269348
2020-04-29,12:45:00,71.2313706925,71.442239167,71.1966146063,71.3951534771,2874880
2020-04-29,13:45:00,71.2412939148,71.276025193,71.0998879966,71.1767929697,3014984
2020-04-29,15:45:00,71.62085716899999,71.7771479207,71.5563562238,71.6928005309,4506308
2020-04-29,16:45:00,71.8962265886,72.1294223134,71.3802190275,71.9904972008,1424440
2020-04-29,17:45:00,72.3130019265,72.5189087899,72.2906746763,72.494100734,212020
2020-04-29,18:45:00,72.3154827321,72.3899068996,72.3030787042,72.3899068996,54592
2020-04-29,19:45:00,72.3601372326,72.5313128178,72.35269481579999,72.5139471787,82792
2020-04-29,11:45:00,71.3380453326,71.4174311112,71.18671619199999,71.276025193,3149088
2020-04-29,06:45:00,69.7354449262,69.7478489541,69.7354449262,69.7379257318,8124
2020-04-29,05:45:00,70.0877193189,70.0877193189,70.05794965189999,70.05794965189999,8400
2020-04-29,04:45:00,70.105084958,70.1571818753,70.105084958,70.1323738194,5712
2020-04-29,07:45:00,69.6858288146,69.7850610379,69.6808672034,69.71311767600001,38948
2020-04-29,10:45:00,71.5290673624,71.8614953105,71.5265865568,71.6034915299,7146920
2020-04-29,09:45:00,70.63597735270001,71.127176858,70.42758968380001,71.08872437149999,13517088
2020-04-29,08:45:00,69.8073882881,70.330838266,69.8073882881,70.2067979869,475252
2020-04-30,14:45:00,72.23113534229999,72.3626180382,72.1145374799,72.3130019265,4247912
2020-04-30,15:45:00,72.41930444569999,72.5387552345,72.1939480666,72.2323757451,7586796
2020-04-30,13:45:00,72.0773253962,72.2462682563,72.042594118,72.1641535916,3099260
2020-04-30,17:45:00,71.6952813364,72.0053820343,71.1991202199,71.3231604991,1027332
2020-04-30,16:45:00,72.1170182855,74.7911778552,71.3876614442,71.9408810891,13240492
2020-04-30,12:45:00,71.8093983932,71.9433618947,71.6407036136,71.8354468519,2950944
2020-04-30,18:45:00,71.1346192748,71.2859484153,70.9560012728,71.0006557733,198940
2020-04-30,19:45:00,70.9584820784,71.0353870515,70.9510396617,71.0006557733,198132
